onset	duration	trial_type	nback-nontarget	response_time
27.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
30.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
37.5	0.796619	nback-nontarget	0.714286	0.0
42.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
45.0	0.796619	nback-nontarget	0.714286	0.0
50.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
57.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
65.0	0.796619	nback-nontarget	0.714286	0.0
67.5	0.796619	nback-nontarget	0.714286	0.0
72.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
80.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
85.0	0.796619	nback-nontarget	0.714286	0.0
87.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
90.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
95.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
102.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
107.5	0.796619	nback-nontarget	0.714286	0.0
115.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
117.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
122.5	0.796619	nback-nontarget	-0.28571399999999997	2.5
125.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
180.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
182.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
187.5	0.796619	nback-nontarget	0.714286	0.0
195.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
202.5	0.796619	nback-nontarget	0.714286	0.0
207.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
210.0	0.796619	nback-nontarget	0.714286	0.0
212.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
220.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
225.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
230.0	0.796619	nback-nontarget	-0.28571399999999997	2.5
237.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
240.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
247.5	0.796619	nback-nontarget	0.714286	0.0
252.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
255.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
262.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
265.0	0.796619	nback-nontarget	-0.28571399999999997	0.0
270.0	0.796619	nback-nontarget	0.714286	0.0
275.0	0.796619	nback-nontarget	0.714286	2.5
277.5	0.796619	nback-nontarget	-0.28571399999999997	0.0
