onset	duration	trial_type	nback-nontarget	response_time
27.5	0.713476	nback-nontarget	0.714286	0.0
30.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
37.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
42.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
47.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
55.0	0.713476	nback-nontarget	0.714286	0.0
57.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
65.0	0.713476	nback-nontarget	0.714286	0.0
70.0	0.713476	nback-nontarget	0.714286	0.0
72.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
75.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
82.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
87.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
90.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
95.0	0.713476	nback-nontarget	0.714286	0.0
102.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
105.0	0.713476	nback-nontarget	0.714286	0.0
112.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
117.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
122.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
125.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
180.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
182.5	0.713476	nback-nontarget	0.714286	0.0
187.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
195.0	0.713476	nback-nontarget	0.714286	0.0
202.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
205.0	0.713476	nback-nontarget	0.714286	0.0
210.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
215.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
222.5	0.713476	nback-nontarget	0.714286	0.0
225.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
227.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
235.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
240.0	0.713476	nback-nontarget	0.714286	0.0
247.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
250.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
255.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
257.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
265.0	0.713476	nback-nontarget	-0.28571399999999997	0.0
270.0	0.713476	nback-nontarget	0.714286	0.0
272.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
277.5	0.713476	nback-nontarget	-0.28571399999999997	0.0
